JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460657.77058,3.166,0.006,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.77095,3.162,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.77170,3.167,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.77207,3.177,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.77245,3.189,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.77282,3.161,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.77319,3.171,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.77358,3.175,0.006,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.77395,3.175,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.77432,3.155,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.77507,3.128,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.77544,3.142,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.77581,3.174,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.77619,3.147,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.77656,3.137,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.77693,3.131,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.77731,3.145,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.77769,3.123,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.77844,3.133,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.77881,3.126,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.77918,3.149,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.77956,3.125,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.77993,3.139,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.78030,3.113,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.78068,3.121,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.78105,3.144,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.78179,3.125,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.78218,3.117,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.78255,3.120,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.78292,3.105,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.78330,3.120,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.78367,3.122,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.78404,3.104,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.78442,3.105,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.78516,3.075,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.78553,3.092,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.78591,3.090,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.78628,3.076,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.78666,3.097,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.78704,3.088,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.78741,3.050,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.78778,3.050,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.78853,3.068,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.78890,3.069,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.78928,3.046,0.006,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.78965,3.058,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79002,3.065,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79041,3.062,0.006,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79078,3.050,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79115,3.043,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79190,3.040,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79227,3.024,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79264,3.059,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79302,3.027,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79339,3.041,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79376,3.031,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79414,3.048,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79451,3.063,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79527,3.017,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79564,3.015,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79601,2.997,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79638,3.002,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79676,2.999,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79713,2.986,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79750,2.995,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79788,2.993,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79862,2.974,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79900,2.969,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79938,2.945,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.79975,2.990,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80013,2.976,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80050,2.968,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80087,2.955,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80125,2.938,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80199,2.961,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80236,2.930,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80274,2.922,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80311,2.950,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80348,2.937,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80387,2.941,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80424,2.903,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80461,2.911,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80536,2.920,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80573,2.914,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80611,2.929,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80648,2.922,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80685,2.905,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80722,2.919,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80760,2.882,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80797,2.916,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80873,2.886,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80910,2.911,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80947,2.878,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.80985,2.892,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81022,2.891,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81059,2.887,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81097,2.876,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81134,2.865,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81208,2.862,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81247,2.858,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81284,2.874,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81321,2.858,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81359,2.824,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81396,2.857,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81433,2.843,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81471,2.807,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81545,2.833,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81583,2.807,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81620,2.820,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81657,2.790,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81694,2.819,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81733,2.814,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81770,2.802,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81807,2.818,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81882,2.798,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81919,2.803,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81957,2.806,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.81994,2.785,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.82069,2.782,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.82106,2.775,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.82144,2.810,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.82219,2.792,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.82256,2.780,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.82293,2.773,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.82331,2.783,0.013,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.82368,2.729,0.009,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.82405,2.738,0.007,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.82443,2.732,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.82480,2.748,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.82556,2.711,0.007,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.82593,2.704,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.82630,2.712,0.006,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.82668,2.705,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.82705,2.716,0.005,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.82742,2.693,0.006,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.82779,2.698,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.82817,2.678,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.82891,2.672,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.82929,2.680,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.82966,2.662,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83003,2.675,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83042,2.686,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83079,2.686,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83116,2.675,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83154,2.680,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83228,2.654,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83265,2.640,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83303,2.646,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83340,2.654,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83377,2.659,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83416,2.678,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83453,2.654,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83490,2.669,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83565,2.628,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83602,2.638,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83640,2.629,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83677,2.635,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83714,2.652,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83752,2.636,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83789,2.608,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83826,2.614,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83902,2.596,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83939,2.636,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.83976,2.611,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84014,2.611,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84051,2.596,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84088,2.612,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84126,2.672,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84163,2.624,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84237,2.596,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84275,2.577,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84313,2.612,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84350,2.587,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84388,2.639,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84425,2.599,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84462,2.637,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84500,2.653,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84574,2.591,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84612,2.594,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84649,2.536,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84686,2.567,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84723,2.539,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84762,2.503,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84799,2.555,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84836,2.537,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84911,2.529,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84948,2.506,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.84986,2.527,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.85023,2.530,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.85060,2.511,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.85098,2.530,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.85135,2.521,0.004,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460657.85172,2.522,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2460660.18958,2.2,,,Vis.,PFR,,18,30,X41311ABF,,,,Z,,,,BET PER,AAK,STD,,,,
2460660.35,2.2,,,Vis.,PFR,,18,30,X41311ABF,,,,Z,,,,BET PER,AAK,STD,,,,
2460660.51736,2.8,,,Vis.,FADC,BU,2.8,1.8,X39343AAX,"""Star gam And (mag. 2.1, chart X39343AAY) assisted the comparison.""",0,,Z,,,,bet Per,AAVSO,STD,,,,
2460660.58333,3.1,,,Vis.,FADC,BU,2.9,3.8,X39343AAX,Stars del Per (mag. 3.0) and kap Per (mag. 3.8) assisted the comparison.,0,,Z,,,,bet Per,AAVSO,STD,,,,
2460660.61806,3.4,,,Vis.,FADC,BU,3.8,2.9,X39343AAX,Stars del Per (mag. 3.0) and kap Per (mag. 3.8) assisted the comparison. First eclipse observed till the minima.,0,,Z,,,,bet Per,AAVSO,STD,,,,
2460662.18958,2.2,,,Vis.,PFR,,18,30,X41311ABF,,,,Z,,,,BET PER,AAK,STD,,,,
2460662.5410,2.1,,,Vis.,MQA,B,2.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2460663.3,2.4,,,Vis.,PFR,,18,30,X41311ABF,,,,Z,,,,BET PER,AAK,STD,,,,
2460663.3680,2.6,,,Vis.,MQA,B,2.0,3.0,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2460663.4230,2.8,,,Vis.,MQA,B,2.0,3.0,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2460663.47569,3.0,,,Vis.,DCMA,,2.9,3.4,10 stars tutorial,,,,Z,,,,BET PER,AAVSO,STD,,,,
2460663.48958,3.4,,,Vis.,FADC,BU,3.8,2.9,X39399OW,Another eclipse.,0,,Z,,,,bet Per,AAVSO,STD,,,,
2460663.53125,3.3,,,Vis.,FADC,B,2.9,3.8,X39399OW,Stars del Per (mag. 3.0) and kap Per (mag. 3.8) assisted the comparison.,0,,Z,,,,bet Per,AAVSO,STD,,,,
2460663.57292,2.8,,,Vis.,FADC,B,2.9,1.8,X39399OW,"""Star gam And (mag. 2.1, chart X39399OX) assisted the comparison.""",0,,Z,,,,bet Per,AAVSO,STD,,,,
